conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,skill/competence,transversal,penser de manière critique,released,,"Formuler et défendre les jugements sur la base de données internes et de critères externes. Évaluer de façon critique la crédibilité et la fiabilité des informations avant de les utiliser ou de les transmettre à d’autres personnes. Développer une réflexion indépendante et critique.
  ",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"traiter des informations, idées et concepts"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978,skill/competence,transversal,inciter d’autres personnes à adopter des comportements respectueux de l’environnement,released,,"Faire connaître et promouvoir des comportements respectueux de l’environnement sur les réseaux sociaux et au travail.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,mettre en application des aptitudes et des compétences liées à l’environnement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83e6510b-ffeb-4aec-959c-4265fd0ff7b7,skill/competence,transversal,veiller aux détails,released,s'attacher aux détails,"Accomplir une tâche avec préoccupation pour tous les domaines concernés, quelle qu’en soit l’ampleur.",http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,travailler de manière efficace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88b0c49e-7c2e-4ccc-aca3-fbd4bbc2081c,skill/competence,transversal,utiliser le système de soins de santé en connaissance de cause,released,,"Trouver et sélectionner les services ou agences de prévention et de soins appropriés qui proposent des services de soins de santé et gèrent en toute sécurité les médicaments appropriés.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,mettre en application des aptitudes et des compétences liées à la santé
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/896a5e0c-7ac9-4e59-a9bf-17fdca6b1c37,skill/competence,transversal,promouvoir les principes de démocratie et d’état de droit,released,,"Jouer un rôle actif dans la promotion des principes de la démocratie, de la justice sociale et de l’état de droit. Lutter contre la discrimination fondée sur l’origine ethnique, l’identité culturelle ou l’orientation sexuelle, ainsi que sur l’origine sociale, le parcours éducatif ou la situation économique, en évaluant et en exprimant les conséquences pour différents groupes des actions envisagées, notamment des lois, politiques ou programmes.
  ",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,mettre en application des aptitudes et des compétences civiques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/93350886-a21b-4e61-a1b1-319a325c0f90,skill/competence,transversal,s’exprimer de manière créative,released,,"Être capable d’utiliser le chant, la danse, la musique instrumentale, l’art dramatique ou les beaux-arts pour s’exprimer de manière créative.
  ",http://data.europa.eu/esco/skill/6115ff80-3d84-4e87-8e2b-6ede7ee004b4,mettre en application des aptitudes et des compétences culturelles
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96de2e86-e287-41f2-88ab-15a2343afc6f,skill/competence,transversal,résoudre les conflits,released,,"Assurer une médiation en matière de conflits et de situations de tension en agissant entre les parties, s’efforçant de parvenir à un accord, de réconcilier et de résoudre des problèmes. Régler un conflit de sorte qu’aucune des victimes ne se sente mal traitée, et faire en sorte d’éviter les conflits.
  ",http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,communiquer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/98a999db-72d5-4657-a0b0-2f850afd4368,skill/competence,transversal,apprécier la diversité des expressions culturelles et artistiques,released,,"Faire preuve de sensibilité esthétique, d’intérêt et d’ouverture à l’égard d’expressions artistiques issues de différents milieux culturels.
  ",http://data.europa.eu/esco/skill/6115ff80-3d84-4e87-8e2b-6ede7ee004b4,mettre en application des aptitudes et des compétences culturelles
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b,skill/competence,transversal,démontrer une volonté d’apprendre,released,manifester sa volonté d'apprendre,Faire preuve d’une attitude positive à l’égard des exigences nouvelles et difficiles qui peuvent uniquement être satisfaites par un apprentissage continu.,http://data.europa.eu/esco/skill/f5c9eef3-0495-4747-9519-d71a58d252bd,démontrer une volonté d’apprendre
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9c0f93f7-2592-4d4d-9673-fd640502345f,skill/competence,transversal,"utiliser avec précision des équipements, des outils ou des technologies",released,,"Utiliser de manière indépendante des pièces à usiner, des outils, des instruments de précision ou des équipements pour effectuer des activités manuelles, avec ou sans formation de base.
  ",http://data.europa.eu/esco/skill/ccb6db6a-8538-431c-b740-5f241bdb71cf,manipuler et contrôler des objets et équipements
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9cfd2219-553c-4d67-81e5-951e87c65135,skill/competence,transversal,rester concentré pendant de longues périodes,released,,Rester concentré pendant de longues périodes afin de porter des jugements corrects et de prendre des décisions appropriées.,http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,travailler de manière efficace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a628d2d1-f40a-4c37-a357-2801726f2996,skill/competence,transversal,détecter les problèmes,released,,"Rechercher et détecter les problèmes et les problématiques et décider de la meilleure marche à suivre. Signaler les problèmes en conséquence, le cas échéant.
  ",http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,traiter des problèmes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a68bdf1e-b325-4880-b456-192c2891931a,skill/competence,transversal,se maintenir en bonne forme physique,released,,"Adopter et appliquer des comportements préventifs sains, y compris un exercice physique régulier, des habitudes de sommeil saines et une alimentation saine.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,mettre en application des aptitudes et des compétences liées à la santé
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869,skill/competence,transversal,résoudre les problèmes,released,,"Trouver des solutions à des problèmes pratiques, opérationnels ou conceptuels dans un large éventail de contextes.
  ",http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,traiter des problèmes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b00e948c-19be-4951-8cff-60f88f1046e9,skill/competence,transversal,déléguer des responsabilités,released,,"Déléguer des responsabilités, des activités et des tâches à des tiers en fonction de la capacité, du niveau de préparation et des compétences. Veiller à ce que les personnes comprennent ce qu’elles devraient faire et quand elles devraient le faire.
  ",http://data.europa.eu/esco/skill/fe5eabaa-63f6-4c44-b405-fc3ded8d56cb,diriger d’autres personnes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b080a008-a35d-4bd0-92e9-edf3773bb2b7,skill/competence,transversal,utiliser des logiciels de communication et de collaboration,released,,"Utiliser des outils et des technologies numériques simples pour communiquer, interagir et collaborer avec d’autres personnes.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,travailler avec des appareils et applications numériques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3,skill/competence,transversal,construire un esprit d’équipe,released,,"Établir une relation de confiance mutuelle, de respect et de coopération entre les membres de la même équipe.
  ",http://data.europa.eu/esco/skill/fe5eabaa-63f6-4c44-b405-fc3ded8d56cb,diriger d’autres personnes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b40584aa-7c63-4eed-9422-a9798fb95fdc,skill/competence,transversal,improviser,released,,"Être capable d’improviser et de réagir immédiatement et sans planification dans des situations nouvelles.
  ",http://data.europa.eu/esco/skill/e84d080a-ff6d-41a7-b7b9-133e97c7bf00,penser de manière créative et innovante
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b618584f-6bdf-4d8f-89a7-f28c2c95afc2,skill/competence,transversal,se conformer aux réglementations,released,,"Respecter et observer les règles, règlements et lignes directrices relatifs à un domaine ou à un secteur spécifique et les appliquer dans son travail quotidien.
  ",http://data.europa.eu/esco/skill/925af2b5-2f4d-4cce-92cc-79e1ff887c7d,respecter un code de conduite éthique
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6bdf202-524f-475d-b813-2aa9af005c37,skill/competence,transversal,déplacer des objets,released,,"Effectuer des activités physiques pour déplacer, charger, décharger ou stocker des objets ou pour monter sur des structures, à la main ou à l’aide d’équipements.
  ",http://data.europa.eu/esco/skill/ccb6db6a-8538-431c-b740-5f241bdb71cf,manipuler et contrôler des objets et équipements
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba93b71b-c433-4a01-8246-ed2daa85a9a2,skill/competence,transversal,effectuer des recherches sur l’internet,released,,"Rechercher des données, des informations et des contenus au moyen de simples recherches dans des environnements numériques.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,travailler avec des appareils et applications numériques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc0b0b5d-f6be-405a-b224-b6902a4dbe97,skill/competence,cross-sector,gérer une identité numérique,released,,"Créer et gérer une ou plusieurs identités numériques, être en mesure de protéger sa propre réputation, traiter les données produites par plusieurs outils, environnements et services numériques.",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab | http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143,travailler avec des appareils et applications numériques | communication et collaboration numériques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bcf002ce-90f8-42e5-ac1b-5dba208639b0,skill/competence,transversal,être fiable,released,,"Faire preuve d’honnêteté, d’intégrité et de crédibilité sur le lieu de travail. Faire preuve de loyauté envers son équipe et son organisation et être fiable.
  ",http://data.europa.eu/esco/skill/925af2b5-2f4d-4cce-92cc-79e1ff887c7d,respecter un code de conduite éthique
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e,skill/competence,transversal,faire preuve d’esprit d’entreprise,released,,"Développer, organiser et gérer sa propre entreprise, reconnaître et exploiter des opportunités et mobiliser des ressources, en gardant à l’esprit une perspective de rentabilité. Afficher une attitude proactive et faire preuve de détermination afin de réussir dans les affaires.
  ",http://data.europa.eu/esco/skill/6c6957bf-cf1f-4483-9c7e-1655f251b01a,mettre en application des aptitudes et compétences entrepreneuriales et financières
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822,skill/competence,transversal,rapporter des faits,released,,Relayer des informations ou raconter des événements oralement.,http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,communiquer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf4d884f-c848-402a-b130-69c266b04164,skill/competence,transversal,mettre en application des compétences de base en matière de programmation,released,,"Énoncer des instructions simples pour qu’un système informatique puisse résoudre des problèmes ou exécuter des tâches à un niveau de base et, le cas échéant, donner des directives appropriées.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,travailler avec des appareils et applications numériques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf983f2a-e941-4646-811d-cc81060cb53f,skill/competence,transversal,construire des réseaux,released,,"Démontrer la capacité à nouer des relations efficaces, à développer et à maintenir des alliances, des contacts ou des partenariats, et à échanger des informations avec d’autres personnes.
  ",http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,collaborer au sein d’équipes et de réseaux
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c10d5d87-36cf-42f5-8a12-e560fb5f4af8,skill/competence,transversal,faire preuve de compétences interculturelles,released,démontrer des compétences interculturelles,"Comprendre et respecter les personnes qui sont perçues comme ayant des affinités culturelles différentes, et leur répondre efficacement et avec respect.",http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,collaborer au sein d’équipes et de réseaux
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c29aa9d2-4da8-4bdd-831c-8d4a2fb51730,skill/competence,transversal,travailler de manière autonome,released,,"Développer ses propres manières de faire les choses, en se motivant soi-même avec peu ou pas de supervision, et en ne dépendant que de soi-même pour faire les choses.",http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,travailler de manière efficace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458,skill/competence,transversal,penser de manière innovante,released,,"Élaborer des idées ou des conclusions qui conduisent à la création et à la mise en œuvre d’innovations ou de changements.
  ",http://data.europa.eu/esco/skill/e84d080a-ff6d-41a7-b7b9-133e97c7bf00,penser de manière créative et innovante
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c4180af3-befd-4bd8-9a65-6a496f9d9f15,skill/competence,transversal,être conscient des risques pour la santé,released,,"Être capable d’évaluer et de gérer les risques pour la santé personnelle, par exemple en suivant les précautions de sécurité dans les pratiques de travail, en appliquant des mesures de protection contre les incendies, en respectant et en appliquant des principes d’ergonomie et en tenant compte des effets des drogues et de l’alcool sur les individus, les familles et les communautés.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,mettre en application des aptitudes et des compétences liées à la santé
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c624c6a3-b0ba-4a31-a296-0d433fe47e41,skill/competence,transversal,avoir un esprit créatif,released,réfléchir de manière créative | faire preuve de créativité,Générer de nouvelles idées ou combiner les idées existantes pour mettre au point des solutions innovantes.,http://data.europa.eu/esco/skill/e84d080a-ff6d-41a7-b7b9-133e97c7bf00,penser de manière créative et innovante
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d56e2c2f-3e01-4b76-a7bb-ecb6d430172f,skill/competence,transversal,penser de manière globale,released,,"Tenir compte des conséquences indirectes et à long terme lors de la planification et de la prise de décisions. Examiner les effets sur les autres personnes, les processus et l’environnement et tenir compte de ces effets dans la planification.
  ",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"traiter des informations, idées et concepts"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47,skill/competence,transversal,prendre des décisions,released,décider | faire des choix,Faire un choix parmi plusieurs possibilités.,http://data.europa.eu/esco/skill/91860993-1a8b-4473-91f3-600aa1924bd0,adopter une approche proactive
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,skill/competence,transversal,créer du contenu numérique,released,,"Créer et éditer des éléments simples de contenu numérique, éventuellement selon des directives.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,travailler avec des appareils et applications numériques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8,skill/competence,transversal,gérer le temps,released,,"Planifier la chronologie des événements, des programmes et des activités, ainsi que le travail d’autres personnes.",http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,travailler de manière efficace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9449998-c1f5-478c-a103-2255398cf0b6,skill/competence,transversal,mettre en application des normes d’hygiène,released,,"Assumer la responsabilité personnelle de garantir un environnement de travail et de vie sûr et non contaminé, y compris par l’utilisation de masques, de désinfectants et de mesures d’hygiène personnelle générale.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,mettre en application des aptitudes et des compétences liées à la santé
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db33c0f3-43ee-4ba3-ba47-9269ac837697,skill/competence,transversal,évaluer de manière critique les informations et leurs sources,released,,"Être capable d’évaluer et d’analyser les informations et leurs sources. Faire preuve de la capacité à accéder aux médias traditionnels et aux nouvelles formes de médias et à avoir une compréhension critique de ceux-ci, ainsi que de leur rôle et de leur fonction dans les sociétés démocratiques.
  ",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,mettre en application des aptitudes et des compétences civiques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcc99418-d896-4b3b-8596-658093a17a8f,skill/competence,transversal,gérer les maladies chroniques,released,,"Trouver et utiliser des moyens de réduire au minimum les effets négatifs des maladies chroniques, y compris par le recours à des dispositifs d’aide à la vue, à des appareils auditifs et à des équipements d’aide à la marche, ainsi qu’à des médicaments appropriés et à un soutien social et médical adéquat.
  ",http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,mettre en application des aptitudes et des compétences liées à la santé
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/deb3c1bc-d48a-42e6-b0cc-cb238534ec28,skill/competence,transversal,mettre en application des connaissances en sciences humaines et sociales,released,,"Comprendre la nature, la pluralité et la fonction des groupes sociaux et politiques, ainsi que leur relation avec la dimension socio-économique de la société. Comprendre le rôle et la place des individus dans la société.
  ",http://data.europa.eu/esco/skill/44ff6716-7d71-4a16-821b-61d10e9e290d,mettre en application des connaissances générales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868,skill/competence,transversal,"promouvoir des idées, des produits ou des services",released,,"Présenter et faire connaître des produits, des programmes et des services dans le but de persuader et d’influencer d’autres personnes.
  ",http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,communiquer
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2d44a9b-f28c-489e-9861-b654b5ded507,skill/competence,transversal,motiver d'autres personnes,released,,Guider le comportement des individus en leur donnant une raison convaincante d'agir.,http://data.europa.eu/esco/skill/fe5eabaa-63f6-4c44-b405-fc3ded8d56cb,diriger d’autres personnes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c,skill/competence,transversal,respecter les obligations de confidentialité,released,,"Faire preuve de la discrétion et de la réserve nécessaires lorsqu’il s’agit de traiter des informations confidentielles, secrètes ou désagréables.
  ",http://data.europa.eu/esco/skill/925af2b5-2f4d-4cce-92cc-79e1ff887c7d,respecter un code de conduite éthique
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a,skill/competence,transversal,planifier,released,,"Gérer le calendrier et les ressources afin d’achever les tâches en temps utile.
  ",http://data.europa.eu/esco/skill/66fdc34c-2326-4baa-b8ff-7a1d1015fe3a,planifier et organiser
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef7562b2-f176-4d7c-a0b2-27ae8cce0b7d,skill/competence,transversal,réagir aux changements physiques ou aux dangers,released,,"Réagir et répondre rapidement et de manière appropriée aux circonstances externes ou internes et aux stimuli.
  ",http://data.europa.eu/esco/skill/e52389a2-1a05-45b0-8db3-4bda0f0c0b48,réagir en fonction des circonstances physiques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4346299-e22a-4686-8e61-2c9b0cd51c7d,skill/competence,transversal,appliquer des mesures de sécurité numérique,released,,"Mettre en place des moyens simples pour protéger les appareils et contenus numériques.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,travailler avec des appareils et applications numériques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4bcdb75-df28-441d-a52b-9730904f36a1,skill/competence,transversal,exercer des droits et des responsabilités,released,,"Avoir connaissance et faire usage de droits constitutionnels et juridiques, y compris de l’obligation d’obéir à la loi, de payer des impôts et de prêter assistance, ainsi que du droit de vote, d’être élu ou d’être défendu par un avocat à un procès.
  ",http://data.europa.eu/esco/skill/d6e97b91-b75d-45f5-8566-667798957b0f,mettre en application des aptitudes et des compétences civiques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa46a48d-9cb9-422d-afab-1047654dbcdd,skill/competence,transversal,mémoriser des informations,released,,"Stocker des informations telles que des mots, des nombres, des images et des procédures en vue de leur récupération ultérieure.",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"traiter des informations, idées et concepts"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fd89f784-88dc-4d35-abd7-86aa073cab12,skill/competence,transversal,garder un esprit ouvert,released,,"S’intéresser et être ouvert aux problèmes des autres.
  ",http://data.europa.eu/esco/skill/f5c9eef3-0495-4747-9519-d71a58d252bd,démontrer une volonté d’apprendre
